"","Y","gold","lvl","gold.2","lvl.2","gold.6","lvl.6","gold.8","lvl.8"
"1",0,-0.748230204214492,-1.92099956053056,1.05434691550183,-0.626371934115362,-1.37696711310692,-0.970672594138711,-2.17237082190603,-3.55688359827462
"2",0,-0.187274345873471,-1.12177860875796,-0.816172325840155,0.290072702003897,-0.496921302361213,0.955958544230042,-0.927057713496646,-1.42069868339335
"3",1,1.48826814750131,1.5023991811984,1.12100018829405,0.62054911563117,-1.62726315670648,-1.20860137621717,0.390334870425298,0.596584294212455
"4",0,-0.864618590342853,0.776572358860361,-0.814204690915445,-1.15167252930953,0.21763110422113,-0.130819108802747,0.129153046788507,0.0457876303151335
"5",1,-0.846342987208801,-0.856670543060528,-0.681875586669603,0.41168637763388,0.023790241954775,1.22707473398583,-1.01422400811385,0.0457876303151335
"6",1,-0.159393292332989,-0.484864155631671,-0.601277972487077,0.294711330511636,1.63479526826606,0.383909620354225,-0.195149371162297,0.675056716085215
"7",1,0.412465326147764,-0.363431155085113,-0.257495466079456,0.62054911563117,-0.750495138002606,0.345652482437528,0.0696504995895911,0.596584294212455
"8",0,-0.768223395815226,-1.92099956053056,0.690896100688052,-0.626371934115362,-0.129580456044747,0.457317079603103,0.446352438149453,-0.767885505076445
"9",1,-0.81501338183614,-0.856670543060528,0.8743146792615,0.41168637763388,-0.650669744561034,-0.130819108802747,0.36436204093985,0.0457876303151335
"10",0,-0.590341824765686,0.584071513951535,-1.72995034750478,-3.41258058122533,0.978214143316013,1.15810827555547,-1.58232574126647,-1.55285864415202
"11",0,-1.8188305765241,0.453188239995432,-1.10403504286541,-0.776740148597727,-0.129523901730875,-0.411878043811914,-0.509415295190373,-0.0406562028215135
"12",1,-1.06659570311666,-0.482017646546191,-0.896732178689485,0.100058318090007,-1.61787489081242,-1.21649875160139,1.15891806590329,0.882848280038535
"13",1,-0.085783095921425,-0.363431155085113,-1.19604569884439,-1.12188481276755,1.3658414588688,1.89990634109222,-0.964249930973617,-0.889092751370333
"14",1,-0.429767223717083,-0.185522413797448,-0.290991964463304,0.977082817730013,-0.53908340981836,-2.39866226788053,0.580207786950549,0.626613541522643
